iter	Logloss
590	0.1552773228
591	0.1551776584
592	0.155094228
593	0.1550463518
594	0.1548196497
595	0.1547655591
596	0.1546955755
597	0.1546303086
598	0.1542498888
599	0.1541644438
600	0.1540250628
601	0.1538215608
602	0.1537480436
603	0.1536515769
604	0.153596026
605	0.1535233988
606	0.1534434541
607	0.1533796262
608	0.1533101542
609	0.1532746854
610	0.1532227426
611	0.1531337321
612	0.1527551564
613	0.1527159408
614	0.1526600807
615	0.1526270742
616	0.1525132542
617	0.1523719012
618	0.1521531137
619	0.1520704029
620	0.1519943008
621	0.1519167597
622	0.1518590982
623	0.151826113
624	0.1517604944
625	0.1516311118
626	0.1515658023
627	0.1514828036
628	0.1514060726
629	0.1513439929
630	0.1511074203
631	0.1508625176
632	0.1507796682
633	0.1506806539
634	0.1506080961
635	0.1505490595
636	0.1505012952
637	0.1504699782
638	0.1504122634
639	0.1503563767
640	0.1503093265
641	0.1502379625
642	0.1501491172
643	0.1500746034
644	0.1499969877
645	0.1499408771
646	0.1498643966
647	0.149805035
648	0.1497039742
649	0.1496456252
650	0.1495940874
651	0.1495437329
652	0.1495173458
653	0.1493866947
654	0.1492437482
655	0.1491840348
656	0.1491277217
657	0.1490833897
658	0.1490274283
659	0.1490123401
660	0.1489619163
661	0.148861026
662	0.1488173602
663	0.1487614362
664	0.1485453615
665	0.1484470827
666	0.1483977781
667	0.148354027
668	0.1482256304
669	0.1481853756
670	0.1481333369
671	0.1480976815
672	0.1480186481
673	0.1479562219
674	0.1479366248
675	0.1477156841
676	0.1476870106
677	0.1476185086
678	0.1475180394
679	0.14748911
680	0.1474542861
681	0.1473937253
682	0.1473581765
683	0.1472568918
684	0.1472024281
685	0.1471141052
686	0.1470201221
687	0.1470194666
688	0.1469802563
689	0.1468653064
690	0.1467970123
691	0.1465103944
692	0.1464583183
693	0.1463438108
694	0.1462785546
695	0.146097016
696	0.1460354266
697	0.1460022815
698	0.1459738478
699	0.1459254812
700	0.145870767
701	0.145765613
702	0.1457249531
703	0.1456679792
704	0.1456240895
705	0.1455833017
706	0.1455183066
707	0.1454470492
708	0.1454054779
709	0.1453615509
710	0.1453197238
711	0.1452916152
712	0.1452158862
713	0.1452143779
714	0.1451483969
715	0.1450848781
716	0.1450070599
717	0.1449646465
718	0.1448957768
719	0.1448212096
720	0.1447720703
721	0.1447715746
722	0.1444955733
723	0.1443542097
724	0.1441429423
725	0.143978901
726	0.1439394296
727	0.1438345155
728	0.143774445
729	0.1437544428
730	0.1436970425
731	0.1435999895
732	0.1433770183
733	0.1432878692
734	0.1432592756
735	0.1429941042
736	0.142887879
737	0.1425832948
738	0.1425407268
739	0.142439213
740	0.142423256
741	0.1423604674
742	0.1423119676
743	0.1422532881
744	0.1422208519
745	0.1421781667
746	0.142151673
747	0.1420760826
748	0.1420215283
749	0.1419747393
750	0.1418743553
751	0.1418165606
752	0.141713224
753	0.1416440931
754	0.1416186334
755	0.141593584
756	0.141517839
757	0.1414915852
758	0.1412934021
759	0.1412680863
760	0.1412045675
761	0.1411582528
762	0.1409660763
763	0.1409178536
764	0.1408277506
765	0.1407771722
766	0.1407144209
767	0.1406517708
768	0.140448386
769	0.1403900584
770	0.1403102841
771	0.1400828626
772	0.1399618529
773	0.1398577009
774	0.1397406724
775	0.1397060137
776	0.1396797705
777	0.1396591874
778	0.1396226313
779	0.1395343617
780	0.1394852649
781	0.1394662114
782	0.1393823281
783	0.139282525
784	0.1392574224
785	0.1392032038
786	0.1391667757
787	0.1391047599
788	0.1390078562
789	0.1389422322
790	0.1388343014
791	0.1387909287
792	0.1386625375
793	0.1385488667
794	0.138379549
795	0.1383293917
796	0.1382747095
797	0.1382336871
798	0.1380385633
799	0.1379415477
800	0.1378824259
801	0.1377413394
802	0.1377174359
803	0.1376356257
804	0.1374429749
805	0.1373612927
806	0.1372554245
807	0.1371148763
808	0.1370580515
809	0.1370117848
810	0.1368848539
811	0.1367339821
812	0.1366957153
813	0.1366446625
814	0.1365991846
815	0.136558093
816	0.1365025954
817	0.1364508711
818	0.1364254487
819	0.1363815963
820	0.1363407605
821	0.1363084042
822	0.1362741292
823	0.1362741292
824	0.1362355959
825	0.1361596697
826	0.1361524906
827	0.1361264553
828	0.1360929851
829	0.136025565
830	0.1358525859
831	0.1357525217
832	0.1356749753
833	0.1356078856
834	0.1355318902
835	0.1354227869
836	0.1353409288
837	0.1353055772
838	0.1352933776
839	0.1351193326
840	0.1350668142
841	0.1350231644
842	0.1349384975
843	0.1348659077
844	0.1347865492
845	0.1347271343
846	0.1346117154
847	0.1345271764
848	0.1344706821
849	0.1344154457
850	0.1343644356
851	0.1342817247
852	0.1342534776
853	0.1339834242
854	0.1339316466
855	0.1338652445
856	0.133815311
857	0.1337097999
858	0.1336689428
859	0.1335883852
860	0.1335294712
861	0.1334897387
862	0.1334175645
863	0.1333900742
864	0.1333578085
865	0.1333177402
866	0.1332791216
867	0.1331371183
868	0.1330922107
869	0.1328490348
870	0.1327956263
871	0.1326304498
872	0.1324748933
873	0.1324332474
874	0.1323979491
875	0.132307409
876	0.1322449562
877	0.1321710339
878	0.1321279704
879	0.1320836916
880	0.1320463681
881	0.1320127327
882	0.1319675266
883	0.1319213718
884	0.1319105846
885	0.1317350899
886	0.1316983579
887	0.1316279053
888	0.1315645357
889	0.1314944028
890	0.1314625955
891	0.1314443148
892	0.1313796182
893	0.1313235183
894	0.1312628988
895	0.1312165895
896	0.1311293378
897	0.1311084136
898	0.131052804
899	0.1309725341
900	0.1309214867
901	0.1308718784
902	0.1308327161
903	0.1307190293
904	0.1306437373
905	0.1306005299
906	0.1305524298
907	0.13048946
908	0.1304297625
909	0.1303822647
910	0.1303470037
911	0.130266057
912	0.1302230041
913	0.1301814754
914	0.1301423292
915	0.1300911805
916	0.1300249969
917	0.1300169811
918	0.129988638
919	0.1299084428
920	0.1298320049
921	0.1296845495
922	0.1296233971
923	0.129523738
924	0.1294341679
925	0.129350098
926	0.1292609702
927	0.129230815
928	0.1291743101
929	0.1291260927
930	0.129040392
931	0.1289663258
932	0.1288337934
933	0.1287406418
934	0.1286614592
935	0.1285940817
936	0.1285529262
937	0.1284439668
938	0.1284046553
939	0.1283441851
940	0.1282978331
941	0.1282364409
942	0.1281831923
943	0.1281468068
944	0.128079051
945	0.1280184635
946	0.127970518
947	0.1279567301
948	0.127870651
949	0.1278154091
950	0.1277763002
951	0.1277350913
952	0.1276972561
953	0.1276383368
954	0.1276101057
955	0.1275369402
956	0.1274976287
957	0.1274394396
958	0.1273882057
959	0.1273502159
960	0.1273104834
961	0.1272824174
962	0.1272508712
963	0.1272065019
964	0.127174023
965	0.1271443688
966	0.1270713899
967	0.127015306
968	0.1269429081
969	0.1268867815
970	0.1268230975
971	0.1267935659
972	0.1266439946
973	0.1265834445
974	0.1265318801
975	0.1263921686
976	0.1263660427
977	0.1263139987
978	0.1262910225
979	0.1262321246
980	0.1261918164
981	0.1261502558
982	0.1261125379
983	0.1260154956
984	0.1259447125
985	0.1258677204
986	0.1258235269
987	0.1257776493
988	0.1257402565
989	0.1256791627
990	0.1256338393
991	0.1255874607
992	0.1255643247
993	0.1253638499
994	0.1252714391
995	0.1251506959
996	0.1250747004
997	0.1250198316
998	0.1249839364
999	0.1249621009
